first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Allsun,Biner,F,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,False,True,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775
Kenneth,Elleyne,M,13,1957-09-03,Technical Writer,Financial Services,Mass Customer,False,False,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775
Clotilda,Southers,F,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,False,True,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775
Augustus,Bourley,M,60,1981-08-17,,Health,Affluent Customer,False,False,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.9750000000000001
Daisi,Tinwell,F,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,False,False,11,19561 Express Street,2777,NSW,Australia,8,366,0.9750000000000001
Gerik,Woodroof,M,18,1959-06-13,Paralegal,Financial Services,High Net Worth,False,True,9,41 Kropf Road,3175,VIC,Australia,7,366,0.9750000000000001
Claresta,MacConnulty,F,6,1957-10-01,Recruiting Manager,,Mass Customer,False,True,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.9750000000000001
Arty,Fontelles,M,50,1994-10-21,Help Desk Technician,IT,High Net Worth,False,False,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
Giulia,Hazart,F,57,1978-08-02,Help Desk Technician,,Mass Customer,False,False,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875
Whit,Emloch,M,30,1963-08-20,Food Chemist,Health,Mass Customer,False,True,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.9668749999999999
Rowan,Summerly,M,4,1974-07-05,Librarian,Entertainment,Mass Customer,False,False,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.9668749999999999
Ian,Rabat,M,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,False,False,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.9668749999999999
Agneta,McAmish,,66,,Structural Analysis Engineer,IT,Mass Customer,False,False,15,5773 Acker Way,4207,QLD,Australia,6,375,0.96
Reginald,Jermy,M,7,1960-09-12,Director of Sales,,High Net Worth,False,True,20,540 Katie Street,4128,QLD,Australia,8,375,0.96
Link,Gorini,M,60,1974-11-09,,IT,High Net Worth,False,False,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
Harriet,Brattan,F,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,False,False,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.9562499999999999
Sada,Branton,F,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,False,False,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.9562499999999999
Jenelle,Mc-Kerley,F,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,False,True,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.9562499999999999
Gabrila,Toopin,F,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,False,False,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.9562499999999999
Almira,Mangion,F,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,False,True,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
Arty,Strudwick,M,85,1964-01-31,Data Coordiator,Health,Mass Customer,False,True,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
Alexa,Dillet,F,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,False,False,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
Palmer,Heaven,M,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,False,True,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
Porter,Buckenhill,M,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,False,True,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625
Kizzee,Kemston,F,11,1961-09-29,,Health,Mass Customer,False,False,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625
Isadora,Ducker,F,15,1973-08-25,Account Executive,,Affluent Customer,False,True,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625
Giffie,Offill,M,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,False,False,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625
Fara,Sarath,F,75,1948-06-30,Quality Control Specialist,,Mass Customer,False,False,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625
Carolann,Raatz,F,25,1979-02-26,Chief Design Engineer,,High Net Worth,False,False,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625
Tamar,Windmill,F,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,False,False,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625
Kipp,Stockport,M,36,1982-12-10,Data Coordiator,Retail,Mass Customer,False,True,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625
Packston,Wackett,M,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,False,False,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625
Hanson,Eastes,M,74,1990-05-20,,Manufacturing,Mass Customer,False,True,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
Demetria,Bausor,F,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,False,True,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375
Lura,Fawdrie,F,66,2002-01-17,VP Sales,Health,Mass Customer,False,True,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375
Nora,Anselm,F,84,1961-01-05,,Entertainment,High Net Worth,False,True,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375
Estevan,Eastment,M,54,1942-08-09,Environmental Specialist,Health,Mass Customer,False,True,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375
Aloysius,Glowacz,M,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,False,False,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375
Bastien,Ibbeson,M,53,1976-11-04,Software Consultant,IT,Mass Customer,False,False,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
Otha,Langworthy,F,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,False,True,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
Gannie,Bargh,M,56,1955-02-13,Analyst Programmer,,Mass Customer,False,True,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935
Dwayne,Doel,M,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,False,True,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
Leese,Huckleby,F,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,False,True,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
Dodi,Kiggel,F,5,1980-08-15,,Financial Services,Mass Customer,False,True,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
Kippar,Brimilcome,M,21,1938-11-29,Graphic Designer,Health,Mass Customer,False,False,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
Corinna,Beretta,F,24,1996-02-29,Programmer III,Health,High Net Worth,False,False,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875
Laurie,Odlin,F,75,1983-03-08,Social Worker,Health,High Net Worth,False,False,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
Mair,Erett,F,15,1957-12-05,Speech Pathologist,,Affluent Customer,False,False,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925
Marcelia,Copins,F,81,1946-03-15,,,Mass Customer,False,True,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925
Tanner,Terlinden,M,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,False,False,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
Hilliard,Dullard,M,65,1954-07-18,Civil Engineer,Manufacturing,Mass Customer,False,False,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
Justinn,Haruard,F,48,1958-08-28,Health Coach IV,Health,High Net Worth,False,False,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375
Wyn,Meach,M,37,1938-09-10,,Manufacturing,Mass Customer,False,False,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.9218749999999999
Art,Shardlow,M,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,False,True,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.9218749999999999
Dennis,Varnham,M,57,1953-05-17,Assistant Media Planner,Entertainment,Affluent Customer,False,False,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.9218749999999999
Freddi,Litherborough,F,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,False,False,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918
Salomon,Perkins,M,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,False,True,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625
Sherill,,F,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,False,False,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375
Queenie,Learie,F,90,1948-01-24,,Property,Mass Customer,False,False,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375
Etan,Prinett,M,97,1970-01-21,Operator,Argiculture,Mass Customer,False,True,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375
Donaugh,Benedict,M,3,1991-12-01,Systems Administrator III,Property,Mass Customer,False,False,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375
Harwell,Kleinstein,M,87,1993-10-18,Sales Representative,Retail,Affluent Customer,False,False,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375
Cheston,Hritzko,M,70,1945-11-08,Software Engineer III,Manufacturing,Mass Customer,False,True,19,3 Service Center,2127,NSW,Australia,9,420,0.91375
Suzy,Trounson,F,13,1947-07-19,Senior Financial Analyst,Financial Services,Mass Customer,False,True,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375
Jobie,Runacres,F,96,1975-01-08,Developer IV,,Mass Customer,False,True,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125
Guenna,Filisov,F,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,False,False,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125
Opal,Cleare,F,6,1977-09-26,Database Administrator II,Property,Affluent Customer,False,True,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91
Ottilie,Wanless,F,51,1940-11-10,Environmental Specialist,,Affluent Customer,False,False,8,2 David Pass,2720,NSW,Australia,4,430,0.9095
Kipper,Circuit,M,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,False,True,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095
Marilin,Frome,F,58,1975-12-22,Account Executive,IT,Mass Customer,False,True,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095
Arel,Abramovitz,M,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,False,False,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625
Kit,Easdon,M,61,1978-10-26,Director of Sales,Property,Affluent Customer,False,False,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625
Gregg,Aimeric,,52,,Internal Auditor,IT,Mass Customer,False,False,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.90625
Skipp,Swales,M,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,False,True,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125
Frederich,Glantz,M,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,False,True,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125
Rodolph,Denniss,M,28,1974-08-07,Geologist III,Property,Affluent Customer,False,True,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125
Craggie,Dering,M,47,1952-10-05,Actuary,Financial Services,Mass Customer,False,False,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125
Johna,Bunker,,93,,Tax Accountant,IT,Mass Customer,False,True,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903125
Giralda,MacPeake,F,59,1941-04-04,Librarian,Entertainment,High Net Worth,False,True,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901
Rodney,Trethewey,M,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,False,False,15,737 Service Lane,3030,VIC,Australia,8,441,0.901
Theresina,,F,30,1987-03-01,General Manager,Argiculture,Mass Customer,False,True,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
Gleda,Howerd,F,59,1964-01-22,Senior Developer,IT,Mass Customer,False,False,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9
Melany,Ladewig,F,76,1972-05-17,Research Associate,Financial Services,Mass Customer,False,True,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9
Claudell,Rounsefell,M,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,False,False,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9
Garwin,Nurden,M,54,1958-04-19,Programmer I,Property,High Net Worth,False,True,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9
Bunny,Leebetter,F,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,False,True,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9
Matias,Melloi,M,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,False,False,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9
Sada,Dowyer,F,47,1998-11-22,Human Resources Manager,,High Net Worth,False,True,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.8999999999999999
Anet,Roseman,F,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,False,False,9,31 Melody Circle,3814,VIC,Australia,4,450,0.8999999999999999
Katie,Warhurst,F,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,False,True,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.8999999999999999
Celia,Bryden,F,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,False,False,21,2905 Towne Place,2114,NSW,Australia,9,450,0.8999999999999999
Stearne,Trolley,M,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,False,False,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.8999999999999999
Tristam,Larose,M,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,False,False,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925
Laurena,,F,21,1961-07-31,VP Sales,,High Net Worth,False,False,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925
Heloise,Fairpool,F,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,False,False,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925
Dory,Malpass,F,19,1972-08-27,,,Affluent Customer,False,True,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925
Marcellina,Baynton,F,60,1947-03-11,Software Engineer III,Financial Services,Mass Customer,False,False,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925
Gregorius,Leal,M,7,1951-04-29,,Retail,Affluent Customer,False,True,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925
Deana,Canton,F,67,1974-11-25,,Property,Mass Customer,False,True,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925
Kori,Sparsholt,F,59,1940-05-19,Office Assistant II,,Mass Customer,False,True,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925
Lucky,Klainman,F,24,1947-11-26,Chief Design Engineer,Retail,Mass Customer,False,False,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925
Erasmus,Olenchenko,M,56,1965-02-03,Software Test Engineer IV,Property,Mass Customer,False,True,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.8906249999999999
Carita,Sand,F,25,1977-03-20,Quality Engineer,Retail,Mass Customer,False,False,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.8906249999999999
Lynnett,Tipper,F,22,1993-08-03,Social Worker,Health,High Net Worth,False,True,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89
Thorn,Stigers,M,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,False,False,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89
Lela,Billing,F,38,1970-12-17,Programmer Analyst III,,Mass Customer,False,True,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.8898437499999999
Norah,Mapis,F,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,False,False,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.8898437499999999
Moina,Rosenbaum,F,50,2001-08-04,Graphic Designer,IT,Mass Customer,False,False,14,0 Memorial Road,3109,VIC,Australia,10,468,0.8898437499999999
Ceciley,Harg,F,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,False,True,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875
Torry,de la Valette Parisot,M,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,False,True,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875
Sigismund,Sedger,M,9,1999-11-29,Accountant II,Manufacturing,Affluent Customer,False,False,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884
Irvine,Headon,M,99,1956-04-21,Geologist III,IT,Affluent Customer,False,True,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884
Laurie,,M,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,False,True,15,94 Barby Lane,2210,NSW,Australia,10,475,0.8818749999999999
Tomkin,Bernlin,M,7,2001-12-29,Food Chemist,Health,Affluent Customer,False,True,9,0492 Kings Street,2480,NSW,Australia,3,475,0.8818749999999999
Genni,Fanstone,F,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,False,False,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.8818749999999999
Blondie,,F,43,1995-10-03,Actuary,Financial Services,High Net Worth,False,False,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
Aloysius,Killingsworth,M,89,1957-02-14,VP Quality Control,,Mass Customer,False,False,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88
Carola,Philler,F,73,1951-04-30,Dental Hygienist,Health,High Net Worth,False,False,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88
Fitzgerald,Hellikes,M,25,1979-07-28,Media Manager IV,Health,Mass Customer,False,True,10,315 Center Park,3040,VIC,Australia,7,478,0.88
Ingmar,Okenden,M,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,False,True,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88
Tina,Dunstan,F,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,False,False,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625
Huberto,Mollatt,M,82,1961-08-27,Programmer IV,,Mass Customer,False,True,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625
Georgi,,M,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,False,False,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755
Adolpho,Bellerby,M,46,1944-10-25,VP Sales,Financial Services,High Net Worth,False,True,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875
Kelsey,Hatt,F,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,False,False,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875
Lucien,,M,83,1966-09-14,,Financial Services,High Net Worth,False,True,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
Ariel,McCloid,M,4,1994-03-13,Human Resources Manager,,High Net Worth,False,True,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875
Bevvy,Openshaw,F,68,1975-06-15,Staff Scientist,,Affluent Customer,False,True,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875
Alexina,Mabley,F,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,False,True,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875
Dawn,Pyffe,F,56,1965-05-28,Media Manager III,Retail,Mass Customer,False,False,11,734 Veith Way,3155,VIC,Australia,8,492,0.8712499999999999
Claudette,Renackowna,F,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,False,False,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.8712499999999999
Elianora,Poolton,F,15,1944-06-14,Programmer II,,Mass Customer,False,True,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867
Park,,M,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,False,False,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125
Anthony,Lindstrom,M,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,False,True,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125
Liane,Poizer,F,59,1952-05-05,Analyst Programmer,Property,High Net Worth,False,False,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125
Romonda,Hallt,F,69,1960-05-09,Operator,,Affluent Customer,False,False,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.8606250000000001
Sula,Thomann,F,56,1989-03-17,Assistant Manager,,Mass Customer,False,False,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.8606250000000001
Renell,Earley,F,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,False,True,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86
Cliff,Philipsson,M,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,False,False,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86
Clevey,Aisthorpe,M,27,1976-09-20,Software Consultant,,Mass Customer,False,True,8,0 Veith Way,2009,NSW,Australia,9,502,0.8584999999999999
Cariotta,,F,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,False,True,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8584999999999999
George,Jose,M,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,False,True,20,535 Corben Point,4680,QLD,Australia,4,504,0.8500000000000001
Kissiah,Foat,F,30,1975-09-11,Graphic Designer,,Mass Customer,False,True,19,1690 Forster Place,2281,NSW,Australia,9,504,0.8500000000000001
Milty,Brauninger,M,13,1945-07-10,Payment Adjustment Coordinator,,High Net Worth,False,False,11,54 6th Trail,2640,NSW,Australia,7,504,0.8500000000000001
Killian,Nettles,M,44,1980-09-01,Marketing Assistant,,Affluent Customer,False,False,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85
Fredia,Favelle,F,94,1974-08-29,Teacher,,Mass Customer,False,True,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85
Katleen,Arnoult,F,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,False,True,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85
Gaultiero,Fibbens,M,41,1980-03-14,Help Desk Technician,,Affluent Customer,False,False,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85
Inglebert,Aspinal,M,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,False,False,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85
Jammal,Devenny,M,57,1999-05-14,Marketing Manager,Retail,High Net Worth,False,False,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85
Adriane,Richardson,F,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,False,False,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415
Jodi,Lermit,F,94,1954-01-30,,Health,Mass Customer,False,True,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415
Emelia,Ackwood,F,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,False,True,10,1 South Street,4183,QLD,Australia,9,515,0.839375
Andee,Huke,F,91,1971-06-28,,Manufacturing,Mass Customer,False,False,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375
Isa,Fominov,M,75,2001-06-21,Physical Therapy Assistant,,Mass Customer,False,True,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375
Zabrina,Margram,F,87,1964-05-15,,Manufacturing,High Net Worth,False,True,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375
Maddalena,Angood,F,79,1999-07-28,,Manufacturing,Affluent Customer,False,False,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375
Sofie,Worsfold,F,87,1954-10-06,Environmental Tech,Retail,Mass Customer,False,True,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375
Elmira,Vasilyev,F,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,False,False,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375
Free,Rowland,M,42,1956-05-17,,,Mass Customer,False,True,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375
Worthington,Cohane,M,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,False,False,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375
Bailey,Bereford,M,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,False,True,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875
Perry,Whitehurst,M,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,False,True,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875
Antony,Tuma,M,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,False,True,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833
Corene,Hallgate,F,26,1964-11-06,,Financial Services,Mass Customer,False,True,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833
Nico,Chadwick,M,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,False,False,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833
Joline,Skipperbottom,F,59,1972-06-27,Desktop Support Technician,,High Net Worth,False,False,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83
Ivy,Farr,F,56,1973-07-03,Office Assistant IV,IT,High Net Worth,False,False,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.8287500000000001
Dallas,Lavalde,F,18,1998-12-19,Product Engineer,,Mass Customer,False,False,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.8287500000000001
Amabel,,F,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,False,True,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.8287500000000001
Hilario,McCulloch,M,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,False,False,8,799 Luster Road,3051,VIC,Australia,8,530,0.8287500000000001
Jim,Haddrell,M,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,False,False,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.8287500000000001
Jacobo,Mucklow,M,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,False,True,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.8287500000000001
Gretel,Paschke,F,10,1956-05-29,Editor,Financial Services,Mass Customer,False,True,17,72 Melrose Street,4074,QLD,Australia,7,536,0.8250000000000001
Jethro,Mertel,M,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,False,True,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.8250000000000001
Dwain,Hatch,M,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,False,False,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.8250000000000001
Lucretia,D'Agostini,F,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,False,False,15,4 Gale Center,3185,VIC,Australia,7,536,0.8250000000000001
Claude,Bowstead,F,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,False,False,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.8250000000000001
Donn,MacGregor,M,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,False,False,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.8250000000000001
